trail,date,status
Harbin Park,2022-08-17 12:00:06,open
Harbin Park,2022-08-14 11:00:06,caution
Harbin Park,2022-08-13 9:30:05,open
Harbin Park,2022-08-11 14:15:06,caution
Harbin Park,2022-08-10 8:30:06,closed
Harbin Park,2022-08-08 12:30:06,caution
Harbin Park,2022-08-07 13:30:06,closed
Harbin Park,2022-08-07 11:30:05,caution
Harbin Park,2022-08-04 18:45:06,closed
Harbin Park,2022-08-03 12:15:05,open
Harbin Park,2022-08-01 8:30:05,caution
Harbin Park,2022-07-31 9:30:05,closed
Harbin Park,2022-07-31 9:15:05,caution
Harbin Park,2022-07-29 14:45:06,open
Harbin Park,2022-07-27 9:15:05,closed
Harbin Park,2022-07-22 14:30:06,open
Harbin Park,2022-07-20 13:30:05,caution
Harbin Park,2022-07-17 8:30:06,closed
Harbin Park,2022-07-12 17:30:05,open
Harbin Park,2022-07-10 17:00:07,caution
Harbin Park,2022-07-08 11:00:08,closed
Harbin Park,2022-07-07 14:30:05,caution
Harbin Park,2022-07-06 17:00:06,closed
Harbin Park,2022-06-23 11:15:04,open
Harbin Park,2022-06-22 17:00:06,closed
Harbin Park,2022-06-20 14:30:04,open
Harbin Park,2022-06-17 14:30:04,caution
Harbin Park,2022-06-06 17:30:04,closed
Harbin Park,2022-06-03 13:30:03,caution
Harbin Park,2022-06-02 9:30:04,closed
Harbin Park,2022-05-30 16:30:05,caution
Harbin Park,2022-05-18 21:45:04,closed
Harbin Park,2022-05-15 0:15:05,caution
Harbin Park,2022-05-13 13:00:07,open
Harbin Park,2022-05-09 16:30:05,caution
Harbin Park,2022-05-03 9:15:04,closed
Harbin Park,2022-04-26 13:15:04,caution
Harbin Park,2022-04-25 16:30:04,closed
Harbin Park,2022-04-23 8:15:04,caution
Harbin Park,2022-04-18 8:15:04,closed
Harbin Park,2022-04-17 10:00:06,caution
Harbin Park,2022-04-05 13:15:04,closed
Harbin Park,2022-04-02 15:15:04,open
Harbin Park,2022-03-24 15:45:05,caution
Harbin Park,2022-03-22 12:15:05,closed
Harbin Park,2022-03-20 16:00:05,caution
Harbin Park,2022-03-19 1:30:04,closed
Harbin Park,2022-03-14 18:15:04,caution
Harbin Park,2022-03-13 12:15:04,closed
Harbin Park,2022-03-12 20:45:04,freeze
Harbin Park,2022-03-06 9:15:04,closed
Harbin Park,2022-03-04 17:30:04,caution
Harbin Park,2022-02-15 13:45:05,closed
Harbin Park,2022-02-12 17:45:04,freeze
Harbin Park,2022-02-09 18:00:06,closed
Harbin Park,2022-02-04 10:15:04,freeze
Harbin Park,2022-02-01 1:45:03,closed
Harbin Park,2022-01-09 20:00:05,freeze
Harbin Park,2022-01-09 9:00:05,closed
Harbin Park,2022-01-05 21:30:04,freeze
Harbin Park,2021-12-25 9:45:04,closed
Harbin Park,2021-12-25 0:30:04,caution
Harbin Park,2021-12-21 21:15:04,freeze
Harbin Park,2021-12-16 15:45:05,closed
Harbin Park,2021-12-13 16:30:04,caution
Harbin Park,2021-12-06 9:15:05,closed
Harbin Park,2021-11-27 11:45:04,caution
Harbin Park,2021-11-25 9:15:04,closed
Harbin Park,2021-11-24 11:00:06,caution
Harbin Park,2021-11-21 10:00:06,closed
Harbin Park,2021-11-19 18:45:03,open
Harbin Park,2021-11-18 9:45:04,closed
Harbin Park,2021-11-13 11:45:04,caution
Harbin Park,2021-11-11 16:15:04,closed
Harbin Park,2021-11-02 16:30:04,open
Harbin Park,2021-11-01 11:45:04,caution
Harbin Park,2021-10-28 15:30:04,closed
Harbin Park,2021-10-26 12:00:06,caution
Harbin Park,2021-10-24 11:30:05,closed
Harbin Park,2021-10-23 11:45:04,open
Harbin Park,2021-10-22 12:15:05,caution
Harbin Park,2021-10-17 11:30:04,open
Harbin Park,2021-10-16 13:15:04,caution
Harbin Park,2021-10-16 8:45:05,closed
Harbin Park,2021-10-11 12:15:04,open
Harbin Park,2021-10-08 15:00:06,caution
Harbin Park,2021-10-07 8:45:04,closed
Harbin Park,2021-10-05 14:45:04,open
Harbin Park,2021-10-03 15:00:05,closed
Harbin Park,2021-10-03 9:45:05,caution
Harbin Park,2021-09-25 17:00:05,open
Harbin Park,2021-09-23 16:45:04,caution
Harbin Park,2021-09-20 16:15:04,closed
Harbin Park,2021-09-06 15:15:05,open
Harbin Park,2021-09-05 22:15:04,caution
Harbin Park,2021-09-05 9:45:05,closed
Harbin Park,2021-09-03 9:15:04,open
Harbin Park,2021-09-02 9:30:05,caution
Harbin Park,2021-08-30 9:15:04,closed
Harbin Park,2021-08-20 11:30:04,open
Harbin Park,2021-08-19 10:30:04,closed
Harbin Park,2021-08-18 9:15:05,open
Harbin Park,2021-08-17 13:15:05,caution
Harbin Park,2021-08-17 11:00:07,open
Harbin Park,2021-08-17 8:45:04,caution
Harbin Park,2021-07-23 18:00:08,open
Harbin Park,2021-07-20 10:45:05,caution
Harbin Park,2021-07-16 14:45:05,closed
Harbin Park,2021-07-15 14:00:10,caution
Harbin Park,2021-07-10 10:45:05,closed
Harbin Park,2021-07-09 9:45:05,caution
Harbin Park,2021-07-08 18:00:09,closed
Harbin Park,2021-07-04 9:30:04,caution
Harbin Park,2021-06-30 18:45:04,closed
Harbin Park,2021-06-29 18:30:06,caution
Harbin Park,2021-06-23 11:15:04,open
Harbin Park,2021-06-18 11:30:06,closed
Harbin Park,2021-06-16 12:30:06,open
Harbin Park,2021-06-14 14:30:04,caution
Harbin Park,2021-06-07 7:15:04,closed
Harbin Park,2021-06-05 17:15:05,caution
Harbin Park,2021-06-02 8:45:06,closed
Harbin Park,2021-05-31 18:00:07,open
Harbin Park,2021-05-30 12:15:07,caution
Harbin Park,2021-05-28 12:00:07,closed
Harbin Park,2021-05-27 15:30:04,caution
Harbin Park,2021-05-26 15:00:11,closed
Harbin Park,2021-05-22 12:15:04,open
Harbin Park,2021-05-20 9:15:05,caution
Harbin Park,2021-05-17 8:45:04,closed
Harbin Park,2021-05-15 8:45:04,open
Harbin Park,2021-05-12 18:00:07,caution
Harbin Park,2021-05-03 9:30:03,closed
Harbin Park,2021-05-01 11:15:04,open
Harbin Park,2021-04-28 22:00:07,closed
Harbin Park,2021-04-26 12:15:04,open
Harbin Park,2021-04-25 16:15:04,caution
Harbin Park,2021-04-24 14:30:04,closed
Harbin Park,2021-04-22 14:45:04,caution
Harbin Park,2021-04-21 9:15:05,closed
Harbin Park,2021-04-13 15:30:05,open
Harbin Park,2021-04-10 12:45:04,closed
Harbin Park,2021-04-09 9:15:05,open
Harbin Park,2021-04-08 21:30:04,caution
Harbin Park,2021-04-07 9:15:05,open
Harbin Park,2021-04-02 11:30:04,caution
Harbin Park,2021-03-31 9:30:05,closed
Harbin Park,2021-03-30 11:15:04,caution
Harbin Park,2021-03-28 8:00:04,closed
Harbin Park,2021-03-27 13:45:04,caution
Harbin Park,2021-03-25 13:45:05,closed
Harbin Park,2021-03-22 11:15:04,caution
Harbin Park,2021-03-11 13:00:04,closed
Harbin Park,2021-03-08 13:15:04,caution
Harbin Park,2021-02-22 13:45:04,closed
Harbin Park,2021-02-05 23:00:04,freeze
Harbin Park,2021-02-04 16:45:04,closed
Harbin Park,2021-02-01 21:30:04,freeze
Harbin Park,2021-01-31 8:30:04,closed
Harbin Park,2021-01-28 0:00:05,freeze
Harbin Park,2021-01-24 17:15:05,closed
Harbin Park,2021-01-22 17:45:04,freeze
Harbin Park,2021-01-13 16:00:07,closed
Harbin Park,2021-01-08 22:30:04,freeze
Harbin Park,2020-12-27 19:30:04,closed
Harbin Park,2020-12-24 23:45:05,freeze
Harbin Park,2020-12-24 8:30:07,closed
Harbin Park,2020-12-23 11:15:04,caution
Harbin Park,2020-12-16 21:00:05,closed
Harbin Park,2020-12-14 12:15:04,caution
Harbin Park,2020-12-12 10:00:05,closed
Harbin Park,2020-12-04 16:00:05,caution
Harbin Park,2020-12-04 0:45:03,closed
Harbin Park,2020-12-02 22:30:04,freeze
Harbin Park,2020-11-30 10:00:05,closed
Harbin Park,2020-11-28 10:15:04,caution
Harbin Park,2020-11-25 9:00:09,closed
Harbin Park,2020-11-23 15:45:04,caution
Harbin Park,2020-11-21 10:15:05,closed
Harbin Park,2020-11-16 14:15:04,open
Harbin Park,2020-11-15 9:00:08,closed
Harbin Park,2020-11-11 15:45:04,open
Harbin Park,2020-11-11 8:45:04,caution
Harbin Park,2020-11-02 14:00:05,open
Harbin Park,2020-10-31 14:30:04,caution
Harbin Park,2020-10-29 9:15:04,closed
Harbin Park,2020-10-24 20:15:03,caution
Harbin Park,2020-10-24 9:00:05,closed
Harbin Park,2020-10-22 12:15:05,caution
Harbin Park,2020-10-19 9:45:05,closed
Harbin Park,2020-09-29 11:00:05,open
Harbin Park,2020-09-28 15:45:03,caution
Harbin Park,2020-09-14 11:15:04,open
Harbin Park,2020-09-13 9:15:04,caution
Harbin Park,2020-09-04 15:30:05,open
Harbin Park,2020-09-04 9:00:08,caution
Harbin Park,2020-09-03 9:30:04,closed
Harbin Park,2020-09-02 9:00:06,caution
Harbin Park,2020-08-30 8:45:04,open
Harbin Park,2020-08-29 10:15:04,caution
Harbin Park,2020-08-28 20:30:04,closed
Harbin Park,2020-08-28 15:30:04,caution
Harbin Park,2020-08-20 9:00:05,open
Harbin Park,2020-08-19 10:15:05,caution
Harbin Park,2020-08-18 12:30:04,closed
Harbin Park,2020-08-13 12:30:04,open
Harbin Park,2020-08-11 18:30:04,caution
Harbin Park,2020-08-11 9:15:05,closed
Harbin Park,2020-08-05 20:45:04,open
Harbin Park,2020-08-04 16:45:04,caution
Harbin Park,2020-07-30 12:00:04,closed
Harbin Park,2020-07-29 12:00:04,open
Harbin Park,2020-07-28 0:15:05,caution
Harbin Park,2020-07-24 17:15:05,open
Harbin Park,2020-07-22 8:30:05,closed
Harbin Park,2020-07-21 9:15:04,open
Harbin Park,2020-07-19 20:15:03,caution
Harbin Park,2020-07-09 11:30:04,open
Harbin Park,2020-07-06 9:00:05,caution
Harbin Park,2020-07-02 11:30:04,open
Harbin Park,2020-06-27 12:00:04,closed
Harbin Park,2020-06-24 12:00:05,open
Harbin Park,2020-06-23 8:15:05,closed
Harbin Park,2020-06-21 17:45:05,caution
Harbin Park,2020-06-12 23:45:04,open
Harbin Park,2020-06-11 12:30:05,caution
Harbin Park,2020-06-10 17:30:04,closed
Harbin Park,2020-06-05 15:15:04,caution
Harbin Park,2020-06-04 13:00:08,closed
Harbin Park,2020-05-31 18:00:05,caution
Harbin Park,2020-05-18 10:15:04,closed
Harbin Park,2020-05-11 18:45:05,caution
Harbin Park,2020-05-08 8:45:04,closed
Harbin Park,2020-05-06 12:15:04,caution
Harbin Park,2020-05-03 9:00:05,closed
Harbin Park,2020-05-01 15:45:06,caution
Harbin Park,2020-04-29 13:45:06,closed
Harbin Park,2020-04-27 14:15:04,caution
Harbin Park,2020-04-25 18:45:04,closed
Harbin Park,2020-04-24 19:15:03,caution
Harbin Park,2020-04-23 10:30:06,closed
Harbin Park,2020-04-22 13:45:04,open
Harbin Park,2020-04-19 11:45:05,caution
Harbin Park,2020-04-17 15:45:05,closed
Harbin Park,2020-04-14 13:45:03,caution
Harbin Park,2020-04-13 8:45:05,closed
Harbin Park,2020-04-10 9:15:05,caution
Harbin Park,2020-04-09 9:45:04,closed
Harbin Park,2020-03-30 13:00:05,caution
Harbin Park,2020-03-27 9:00:05,closed
Harbin Park,2020-03-25 15:15:04,caution
Harbin Park,2020-03-10 9:30:05,closed
Harbin Park,2020-03-07 9:15:04,caution
Harbin Park,2020-03-06 9:30:04,closed
Harbin Park,2020-03-05 14:00:05,caution
Harbin Park,2020-03-01 19:15:04,closed
Harbin Park,2020-02-28 15:15:04,freeze
Harbin Park,2020-02-24 9:00:06,closed
Harbin Park,2020-02-20 18:30:05,freeze
Harbin Park,2020-02-15 18:30:04,closed
Harbin Park,2020-02-13 21:45:05,freeze
Harbin Park,2020-02-04 9:30:05,closed
Harbin Park,2020-02-03 12:45:05,open
Harbin Park,2020-01-24 8:45:04,closed
Harbin Park,2020-01-19 0:15:05,freeze
Harbin Park,2020-01-18 11:30:04,closed
Harbin Park,2020-01-17 10:45:05,freeze
Harbin Park,2020-01-14 15:30:05,caution
Harbin Park,2020-01-10 10:00:04,closed
Harbin Park,2020-01-06 14:45:05,caution
Harbin Park,2020-01-03 10:30:05,closed
Harbin Park,2020-01-02 11:15:05,caution
Harbin Park,2019-12-29 14:30:04,closed
Harbin Park,2019-12-26 17:15:04,caution
Harbin Park,2019-12-23 18:30:04,closed
Harbin Park,2019-12-18 6:15:06,freeze
Harbin Park,2019-12-14 14:45:04,closed
Harbin Park,2019-12-12 4:30:04,freeze
Harbin Park,2019-12-09 15:45:04,closed
Harbin Park,2019-12-05 19:15:04,caution
Harbin Park,2019-11-27 15:20:04,closed
Harbin Park,2019-11-27 5:17:10,caution
Hueston Woods,2023-03-19 16:00:13,caution
Hueston Woods,2023-03-18 19:15:06,freeze
Hueston Woods,2023-03-12 15:00:09,closed
Hueston Woods,2023-03-11 15:00:08,caution
Hueston Woods,2023-03-10 9:45:07,closed
Hueston Woods,2023-03-06 15:45:05,caution
Hueston Woods,2023-02-27 11:15:04,closed
Hueston Woods,2023-02-24 12:45:04,caution
Hueston Woods,2023-02-22 6:00:05,closed
Hueston Woods,2023-02-20 13:45:04,caution
Hueston Woods,2023-02-16 6:30:04,closed
Hueston Woods,2023-02-15 13:15:05,caution
Hueston Woods,2023-02-12 12:15:07,closed
Hueston Woods,2023-02-11 20:00:07,freeze
Hueston Woods,2023-02-10 21:30:05,caution
Hueston Woods,2023-02-05 17:00:10,closed
Hueston Woods,2023-01-31 16:30:05,freeze
Hueston Woods,2023-01-25 8:00:08,closed
Hueston Woods,2023-01-21 15:00:08,caution
Hueston Woods,2023-01-12 6:30:04,closed
Hueston Woods,2023-01-07 14:30:04,freeze
Hueston Woods,2023-01-05 6:15:03,caution
Hueston Woods,2022-12-29 6:45:04,closed
Hueston Woods,2022-12-17 12:45:06,caution
Hueston Woods,2022-12-15 7:00:06,closed
Hueston Woods,2022-11-27 7:45:04,caution
Hueston Woods,2022-11-21 19:00:15,open
Hueston Woods,2022-11-11 10:15:05,caution
Hueston Woods,2022-11-06 9:45:05,open
Hueston Woods,2022-10-31 7:15:04,caution
Hueston Woods,2022-09-07 21:15:05,open
Hueston Woods,2022-09-07 12:45:05,caution
Hueston Woods,2022-09-05 9:45:04,closed
Hueston Woods,2022-09-04 13:15:05,caution
Hueston Woods,2022-09-03 18:00:05,closed
Hueston Woods,2022-09-03 12:15:04,caution
Hueston Woods,2022-08-30 19:45:06,open
Hueston Woods,2022-08-30 9:15:03,caution
Hueston Woods,2022-08-23 18:30:05,open
Hueston Woods,2022-08-21 14:00:04,caution
Hueston Woods,2022-08-15 15:45:06,open
Hueston Woods,2022-08-14 12:00:06,caution
Hueston Woods,2022-08-08 22:00:07,open
Hueston Woods,2022-08-05 20:15:07,caution
Hueston Woods,2022-08-04 20:00:08,closed
Hueston Woods,2022-08-01 11:45:05,caution
Hueston Woods,2022-07-29 16:00:07,open
Hueston Woods,2022-07-27 7:30:05,caution
Hueston Woods,2022-07-22 8:45:05,open
Hueston Woods,2022-07-19 14:15:06,caution
Hueston Woods,2022-07-17 8:45:06,closed
Hueston Woods,2022-07-12 16:30:05,open
Hueston Woods,2022-07-10 13:45:05,caution
Hueston Woods,2022-07-09 9:45:06,closed
Hueston Woods,2022-07-08 16:15:05,caution
Hueston Woods,2022-07-07 15:45:06,open
Hueston Woods,2022-07-06 21:00:06,caution
Hueston Woods,2022-06-19 16:30:07,open
Hueston Woods,2022-06-16 10:15:04,caution
Hueston Woods,2022-06-06 21:00:09,closed
Hueston Woods,2022-06-03 20:15:04,caution
Hueston Woods,2022-06-01 17:00:11,closed
Hueston Woods,2022-05-30 8:30:05,caution
Hueston Woods,2022-05-25 19:15:04,closed
Hueston Woods,2022-05-25 16:00:09,caution
Hueston Woods,2022-05-19 6:15:05,closed
Hueston Woods,2022-05-16 19:45:04,open
Hueston Woods,2022-05-09 14:45:05,caution
Hueston Woods,2022-05-03 6:45:05,closed
Hueston Woods,2022-05-01 18:00:06,caution
Hueston Woods,2022-05-01 8:45:04,closed
Hueston Woods,2022-04-26 18:15:04,caution
Hueston Woods,2022-04-25 12:45:04,closed
Hueston Woods,2022-04-23 13:00:06,caution
Hueston Woods,2022-04-04 7:00:08,closed
Hueston Woods,2022-04-02 9:00:06,caution
Hueston Woods,2022-03-22 14:30:04,closed
Hueston Woods,2022-03-21 14:30:04,caution
Hueston Woods,2022-03-18 21:15:04,closed
Hueston Woods,2022-03-16 20:00:05,caution
Hueston Woods,2022-02-17 9:15:04,closed
Hueston Woods,2022-02-12 21:00:06,freeze
Hueston Woods,2022-02-09 12:30:05,closed
Hueston Woods,2022-02-04 8:30:04,freeze
Hueston Woods,2022-02-02 9:00:06,closed
Hueston Woods,2022-01-06 5:45:05,freeze
Hueston Woods,2021-12-24 6:30:04,closed
Hueston Woods,2021-12-21 17:00:06,freeze
Hueston Woods,2021-12-16 14:00:06,closed
Hueston Woods,2021-12-14 23:00:05,caution
Hueston Woods,2021-12-06 7:00:08,closed
Hueston Woods,2021-11-26 16:30:05,caution
Hueston Woods,2021-11-25 8:00:06,closed
Hueston Woods,2021-11-23 15:00:05,caution
Hueston Woods,2021-11-21 9:30:04,closed
Hueston Woods,2021-11-12 6:00:06,caution
Hueston Woods,2021-11-02 17:00:06,open
Hueston Woods,2021-10-27 12:15:04,caution
Hueston Woods,2021-10-25 6:45:05,closed
Hueston Woods,2021-10-24 10:45:03,caution
Hueston Woods,2021-10-17 14:30:04,open
Hueston Woods,2021-10-16 8:15:04,caution
Hueston Woods,2021-10-08 17:15:06,open
Hueston Woods,2021-10-03 10:00:07,caution
Hueston Woods,2021-09-26 16:45:04,open
Hueston Woods,2021-09-23 16:00:06,caution
Hueston Woods,2021-09-22 6:45:04,closed
Hueston Woods,2021-09-20 18:45:05,caution
Hueston Woods,2021-09-02 20:30:05,open
Hueston Woods,2021-09-02 10:30:03,caution
Hueston Woods,2021-08-30 9:45:05,closed
Hueston Woods,2021-08-28 15:00:06,open
Hueston Woods,2021-08-27 21:45:06,caution
Hueston Woods,2021-08-20 14:45:04,open
Hueston Woods,2021-08-19 17:45:04,caution
Hueston Woods,2021-08-19 7:00:06,closed
Hueston Woods,2021-07-22 15:30:04,open
Hueston Woods,2021-07-19 19:00:07,caution
Hueston Woods,2021-07-08 18:00:09,closed
Hueston Woods,2021-07-04 12:15:04,open
Hueston Woods,2021-07-02 14:30:06,caution
Hueston Woods,2021-07-01 6:15:05,closed
Hueston Woods,2021-06-30 17:00:09,caution
Hueston Woods,2021-06-22 18:45:05,open
Hueston Woods,2021-06-18 11:45:06,closed
Hueston Woods,2021-06-16 18:00:09,open
Hueston Woods,2021-06-14 16:30:04,caution
Hueston Woods,2021-06-02 9:30:06,closed
Hueston Woods,2021-05-29 17:00:09,caution
Hueston Woods,2021-05-28 7:00:07,closed
Hueston Woods,2021-05-26 17:00:07,caution
Hueston Woods,2021-05-23 11:15:04,open
Hueston Woods,2021-05-20 15:15:05,caution
Hueston Woods,2021-05-17 7:15:05,closed
Hueston Woods,2021-05-14 16:30:04,open
Hueston Woods,2021-05-12 15:45:05,caution
Hueston Woods,2021-05-03 7:30:04,closed
Hueston Woods,2021-05-01 15:30:04,open
Hueston Woods,2021-05-01 12:00:43,caution
Hueston Woods,2021-04-29 6:15:04,closed
Hueston Woods,2021-04-28 19:15:05,caution
Hueston Woods,2021-04-26 15:30:05,open
Hueston Woods,2021-04-22 15:30:06,caution
Hueston Woods,2021-04-21 20:45:05,closed
Hueston Woods,2021-04-15 18:00:09,open
Hueston Woods,2021-04-14 13:00:08,caution
Hueston Woods,2021-04-09 19:00:08,closed
Hueston Woods,2021-04-08 21:15:04,caution
Hueston Woods,2021-04-04 19:00:09,open
Hueston Woods,2021-04-02 16:15:04,caution
Hueston Woods,2021-03-25 15:15:04,closed
Hueston Woods,2021-03-22 16:15:04,caution
Hueston Woods,2021-03-11 16:15:05,closed
Hueston Woods,2021-03-08 15:45:04,caution
Hueston Woods,2021-02-24 16:00:05,closed
Hueston Woods,2021-01-29 20:00:07,freeze
Hueston Woods,2021-01-25 14:30:05,closed
Hueston Woods,2021-01-22 21:45:04,freeze
Hueston Woods,2021-01-14 7:45:05,closed
Hueston Woods,2021-01-13 17:30:05,freeze
Hueston Woods,2021-01-07 17:00:13,caution
Hueston Woods,2020-12-30 14:30:05,closed
Hueston Woods,2020-12-24 20:30:05,freeze
Hueston Woods,2020-12-19 18:45:04,closed
Hueston Woods,2020-12-13 12:30:04,caution
Hueston Woods,2020-12-12 9:45:04,closed
Hueston Woods,2020-12-10 12:45:04,open
Hueston Woods,2020-12-08 7:45:04,caution
Hueston Woods,2020-12-06 18:15:04,freeze
Hueston Woods,2020-12-04 23:30:04,caution
Hueston Woods,2020-12-02 16:15:04,freeze
Hueston Woods,2020-11-30 8:15:04,closed
Hueston Woods,2020-11-26 15:45:05,caution
Hueston Woods,2020-11-25 9:15:05,closed
Hueston Woods,2020-11-23 16:15:03,caution
Hueston Woods,2020-11-22 9:30:04,closed
Hueston Woods,2020-11-21 11:15:05,caution
Hueston Woods,2020-11-18 16:15:04,open
Hueston Woods,2020-11-16 12:15:04,caution
Hueston Woods,2020-11-15 11:30:04,closed
Hueston Woods,2020-11-12 9:15:05,open
Hueston Woods,2020-11-11 8:45:04,caution
Hueston Woods,2020-11-04 21:30:04,open
Hueston Woods,2020-10-30 15:30:04,caution
Hueston Woods,2020-10-29 6:00:05,closed
Hueston Woods,2020-10-22 14:45:04,caution
Hueston Woods,2020-10-19 11:00:05,closed
Hueston Woods,2020-09-04 16:45:04,open
Hueston Woods,2020-09-03 11:00:06,caution
Hueston Woods,2020-08-29 13:15:03,open
Hueston Woods,2020-08-26 6:15:04,caution
Hueston Woods,2020-08-19 15:45:05,open
Hueston Woods,2020-08-19 13:30:04,caution
Hueston Woods,2020-08-18 16:45:04,closed
Hueston Woods,2020-08-15 13:15:04,open
Hueston Woods,2020-08-12 16:00:05,caution
Hueston Woods,2020-08-11 7:45:05,closed
Hueston Woods,2020-08-07 9:45:03,open
Hueston Woods,2020-08-05 15:45:05,caution
Hueston Woods,2020-08-02 10:30:04,closed
Hueston Woods,2020-07-31 14:15:05,caution
Hueston Woods,2020-07-30 16:00:06,closed
Hueston Woods,2020-07-28 9:45:05,caution
Hueston Woods,2020-07-25 19:30:05,open
Hueston Woods,2020-07-24 18:30:04,caution
Hueston Woods,2020-07-22 13:00:06,closed
Hueston Woods,2020-07-22 9:00:06,caution
Hueston Woods,2020-07-11 9:45:04,open
Hueston Woods,2020-07-08 0:00:05,caution
Hueston Woods,2020-07-03 9:45:05,open
Hueston Woods,2020-07-02 9:00:05,caution
Hueston Woods,2020-06-30 16:15:04,closed
Hueston Woods,2020-06-29 8:45:05,caution
Hueston Woods,2020-06-28 8:45:05,closed
Hueston Woods,2020-06-26 14:00:05,caution
Hueston Woods,2020-06-25 15:00:05,open
Hueston Woods,2020-06-23 12:15:04,caution
Hueston Woods,2020-06-11 17:30:04,open
Hueston Woods,2020-06-10 21:00:05,caution
Hueston Woods,2020-06-08 18:00:06,open
Hueston Woods,2020-06-06 11:00:05,caution
Hueston Woods,2020-06-04 17:00:05,closed
Hueston Woods,2020-06-01 16:45:04,open
Hueston Woods,2020-05-31 10:00:05,caution
Hueston Woods,2020-05-27 6:15:05,closed
Hueston Woods,2020-05-26 17:15:04,caution
Hueston Woods,2020-05-18 13:15:04,closed
Hueston Woods,2020-05-14 15:15:04,caution
Hueston Woods,2020-05-12 17:15:04,open
Hueston Woods,2020-05-05 14:45:05,caution
Hueston Woods,2020-05-03 9:00:05,closed
Hueston Woods,2020-05-01 6:30:07,caution
Hueston Woods,2020-04-30 6:15:07,closed
Hueston Woods,2020-04-29 16:15:06,caution
Hueston Woods,2020-04-28 9:30:05,open
Hueston Woods,2020-04-18 15:30:05,caution
Hueston Woods,2020-04-17 16:45:06,closed
Hueston Woods,2020-04-10 6:00:06,caution
Hueston Woods,2020-04-09 9:30:06,closed
Hueston Woods,2020-04-08 11:15:06,open
Hueston Woods,2020-04-02 10:15:05,caution
Hueston Woods,2020-03-10 8:45:04,closed
Hueston Woods,2020-03-07 12:30:04,caution
Hueston Woods,2020-02-29 11:45:02,closed
Hueston Woods,2020-02-27 22:00:05,freeze
Hueston Woods,2020-02-23 7:30:06,closed
Hueston Woods,2020-02-21 17:45:05,freeze
Hueston Woods,2020-02-16 10:45:04,closed
Hueston Woods,2020-02-14 8:15:05,freeze
Hueston Woods,2020-02-08 14:30:05,closed
Hueston Woods,2020-02-07 9:15:05,freeze
Hueston Woods,2020-02-04 16:00:06,closed
Hueston Woods,2020-02-02 15:15:07,caution
Hueston Woods,2020-01-31 17:30:06,closed
Hueston Woods,2020-01-30 6:00:07,caution
Hueston Woods,2020-01-24 6:15:04,closed
Hueston Woods,2020-01-19 8:45:05,freeze
Hueston Woods,2020-01-18 11:00:06,closed
Hueston Woods,2020-01-17 7:00:07,freeze
Hueston Woods,2020-01-14 16:15:05,caution
Hueston Woods,2020-01-10 8:00:05,closed
Hueston Woods,2020-01-07 18:00:06,caution
Hueston Woods,2020-01-03 6:45:05,closed
Hueston Woods,2020-01-01 16:15:04,caution
Hueston Woods,2019-12-29 20:00:05,closed
Hueston Woods,2019-12-27 23:30:04,caution
Hueston Woods,2019-12-23 21:15:04,closed
Hueston Woods,2019-12-12 1:15:05,freeze
Hueston Woods,2019-12-09 15:30:05,closed
Hueston Woods,2019-12-04 22:30:04,caution
Hueston Woods,2019-11-30 17:00:05,closed
Hueston Woods,2019-11-27 5:17:10,caution
Landen Deerfield,2023-03-20 18:15:06,caution
Landen Deerfield,2023-03-17 8:15:05,closed
Landen Deerfield,2023-03-15 20:15:07,caution
Landen Deerfield,2023-03-09 21:30:06,closed
Landen Deerfield,2023-03-06 9:30:05,caution
Landen Deerfield,2023-03-03 9:45:05,closed
Landen Deerfield,2023-03-01 16:15:05,caution
Landen Deerfield,2023-02-27 12:15:04,closed
Landen Deerfield,2023-02-25 8:45:05,caution
Landen Deerfield,2023-02-22 20:30:04,closed
Landen Deerfield,2023-02-21 7:45:05,caution
Landen Deerfield,2023-02-20 18:30:04,closed
Landen Deerfield,2023-02-19 22:15:05,caution
Landen Deerfield,2023-02-16 7:45:04,closed
Landen Deerfield,2023-02-15 8:15:04,caution
Landen Deerfield,2023-02-12 14:15:06,closed
Landen Deerfield,2023-02-11 12:15:05,caution
Landen Deerfield,2023-02-05 8:15:04,closed
Landen Deerfield,2023-02-02 20:30:05,freeze
Landen Deerfield,2023-01-11 22:45:05,closed
Landen Deerfield,2023-01-07 20:45:05,caution
Landen Deerfield,2022-12-29 7:45:05,closed
Landen Deerfield,2022-12-18 15:45:05,freeze
Landen Deerfield,2022-11-27 10:00:06,closed
Landen Deerfield,2022-11-26 10:00:07,open
Landen Deerfield,2022-11-25 9:00:10,caution
Landen Deerfield,2022-11-21 16:45:10,open
Landen Deerfield,2022-11-14 7:45:05,caution
Landen Deerfield,2022-11-10 20:30:04,closed
Landen Deerfield,2022-11-05 13:45:04,open
Landen Deerfield,2022-10-30 23:15:05,caution
Landen Deerfield,2022-09-27 21:45:04,open
Landen Deerfield,2022-09-25 9:45:05,caution
Landen Deerfield,2022-09-14 7:30:04,open
Landen Deerfield,2022-09-09 11:30:05,caution
Landen Deerfield,2022-09-03 23:15:06,closed
Landen Deerfield,2022-08-30 23:00:06,open
Landen Deerfield,2022-08-29 17:15:04,caution
Landen Deerfield,2022-08-24 12:30:04,open
Landen Deerfield,2022-08-22 17:15:06,caution
Landen Deerfield,2022-08-21 18:15:06,closed
